,Title,Year,fandom,Media
2691,KAGUYA-SAMA WA KOKURASETAI: SHUUCHIIN GAKUEN NANAFUSHIGI,2018,Arknights,Manga
3045,JOSOU SHITE MENDOKUSAI KOTO NI NATTERU NEKURA TO YANKEE NO RYOU KATAOMOI (CROSSPLAY LOVE: OTAKU X PUNK),2018,Arknights,Manga
3215,YAKUSOKU NO NEVERLAND: NORMAN KARA NO TEGAMI,2018,Arknights,Manga
3299,BAKEMONO TO KEDAMONO (MONSTER AND THE BEAST),2018,Arknights,Manga
3648,"AROUND 30 DAKEDO, HATSUKOI DESU. (I'M AROUND THIRTY AND FINALLY IN LOVE.)",2018,Arknights,Manga
3729,TAIMASHI TO AKUMA-CHAN,2018,Arknights,Manga
3730,"SHIN NO NAKAMA JA NAI TO YUUSHA NO PARTY WO OIDASARETA NODE, HENKYOU DE SLOW LIFE SURU KOTO NI SHIMASHITA (BANISHED FROM THE HERO'S PARTY, I DECIDED TO LIVE A QUIET LIFE IN THE COUNTRYSIDE)",2018,Arknights,Manga
3731,KONO KAMEN NO AKUMA NI SOUDAN WO!,2018,Arknights,Manga
3897,BOUKENSHA NI NARITAI TO MIYAKO NI DETEITTA MUSUME GA S-RANK NI NATTETA (MY DAUGHTER LEFT THE NEST AND RETURNED AN S-RANK ADVENTURER),2018,Arknights,Manga
4121,KUCHI GA SAKETEMO KIMI NI WA,2018,Arknights,Manga
4421,DORORO TO HYAKKIMARU DEN (THE LEGEND OF DORORO AND HYAKKIMARU),2018,Arknights,Manga
4764,JK TO SUTEGO NO AKACHAN (JK & THE FOUNDLING),2018,Arknights,Manga
5108,SUBETE NO JINRUI WO HAKAI SURU. SORERA WA SAISEI DEKINAI.,2018,Arknights,Manga
5540,"MAOU GAKUIN NO FUTEKIGOUSHA: SHIJOU SAIKYOU NO MAOU NO SHISO, TENSEI SHITE SHISON-TACHI NO GAKKOU E KAYOU (THE MISFIT OF DEMON KING ACADEMY: HISTORY'S STRONGEST DEMON KING REINCARNATES AND GOES TO SCHOOL WITH HIS DESCENDANTS)",2018,Arknights,Manga
5542,JAKEN-SAN WA SUGU BURERU (A CURSED SWORD'S DAILY LIFE),2018,Arknights,Manga
5543,JORYUU SAKKA TO YUKI,2018,Arknights,Manga
5810,KONO SUBARASHII SEKAI NI SHUKUFUKU WO! MEGUMIN ANTHOLOGY AKA,2018,Arknights,Manga
6068,KUNOICHI TSUBAKI NO MUNE NO UCHI,2018,Arknights,Manga
6156,BOKURA GA AI WO SAKEBU TOKI (WHEN WE SHOUT FOR LOVE),2018,Arknights,Manga
6161,"TSUMA, SHOUGAKUSEI NI NARU. (IF MY WIFE BECAME AN ELEMENTARY SCHOOL STUDENT.)",2018,Arknights,Manga
6461,CODE GEASS: HANGYAKU NO LELOUCH RE; (CODE GEASS: LELOUCH OF THE REBELLION RE;),2018,Arknights,Manga
6741,"TONARI NO FURI-SAN GA TONIKAKU KOWAI. (NO MATTER WHAT YOU SAY, FURI-SAN IS SCARY!)",2018,Arknights,Manga
6834,"HAZUREWAKU NO ""JOUTAI IJOU SKILL"" DE SAIKYOU NI NATTA ORE GA SUBETE WO JUURIN SURU MADE (FAILURE FRAME: I BECAME THE STRONGEST AND ANNIHILATED EVERYTHING WITH LOW-LEVEL SPELLS)",2018,Arknights,Manga
7117,KINSOU NO VERMEIL: GAKEPPUCHI MAJUTSUSHI WA SAIKYOU NO YAKUSAI TO MAHOU SEKAI WO TSUKISUSUMU (VERMEIL IN GOLD: THE FAILING STUDENT AND THE STRONGEST SCOURGE PLUNGE INTO THE WORLD OF MAGIC),2018,Arknights,Manga
7119,RYOUMIN 0-NIN START NO HENKYOU RYOUSHU-SAMA: AO NO DIAS TO SOUKAKU NO OTOME (THE FRONTIER LORD BEGINS WITH ZERO SUBJECTS: TALES OF BLUE DIAS AND THE ONIKIN ALNA),2018,Arknights,Manga
7264,"BOUKENSHA LICENSE WO HAKUDATSU SARETA OSSAN DAKEDO, MANAMUSUME GA DEKITA NODE NONBIRI JINSEI WO OUKA SURU (I LOST MY ADVENTURER'S LICENSE, BUT IT'S FINE BECAUSE I HAVE AN ADORABLE DAUGHTER NOW)",2018,Arknights,Manga
7267,ODAYAKA KIZOKU NO KYUUKA NO SUSUME. @COMIC (A GENTLE NOBLE'S VACATION RECOMMENDATION),2018,Arknights,Manga
7392,SANPAKUGAN-CHAN WA TSUTAETAI. (THE GIRL WITH THE SANPAKU EYES),2018,Arknights,Manga
7501,ARAKURE OJOUSAMA WA MONMON SHITEIRU,2018,Arknights,Manga
7818,UTAKATA NI WARAU,2018,Arknights,Manga
8269,HITORIBOCCHI NO ISEKAI KOURYAKU (LONER LIFE IN ANOTHER WORLD),2018,Arknights,Manga
8274,YUBISAKI KARA HONKI NO NETSUJOU: CHARAO SHOUBOUSHI WA MASSUGU NA ME DE WATASHI WO DAITA (FIRE IN HIS FINGERTIPS: A FLIRTY FIREMAN RAVISHES ME WITH HIS SMOLDERING GAZE),2018,Arknights,Manga
8459,ICHIJOU KAREN WA YUUWAKU SURU (KAREN ICHIJOU TEMPTS HIM),2018,Arknights,Manga
8583,31-BANME NO OKISAKI-SAMA (THE 31ST CONSORT),2018,Arknights,Manga
8974,INAKA NI KAERU TO YAKENI NATSUITA KASSHOKU PONYTAIL SHOTA GA IRU (A VACATION WITH THE PONYTAILED TANNING BOY),2018,Arknights,Manga
9145,YONAKANO REIJI NI HAREM WO!!,2018,Arknights,Manga
9148,AKUMA NO MAMA (MAMA AKUMA),2018,Arknights,Manga
9285,MURENASE! SETON GAKUEN: ANIMAL ACADEMY,2018,Arknights,Manga
9294,MAYONAKA SANPO,2018,Arknights,Manga
9412,SHAKAIJIN YURI ANTHOLOGY (WHENEVER OUR EYES MEET...: A WOMEN'S LOVE ANTHOLOGY),2018,Arknights,Manga
9650,"AKUYAKU REIJOU WA, SHOMIN NI TOTSUGITAI!!",2018,Arknights,Manga
9656,KAKUSHIGOTO,2018,Arknights,Manga
9658,"YOWAI 5000-NEN NO SOUSHOKU DRAGON, IWARENAKI JARYUU NINTEI (A GENTLE DRAGON OF 5000 YEARS OLD, IT WAS RECOGNIZED AS AN EVIL DRAGON WITHOUT ANY CAUSE.)",2018,Arknights,Manga
9661,DEKOBOKO MAJO NO OYAKO JIJOU,2018,Arknights,Manga
9844,"KITAKU TOCHUU DE YOME TO MUSUME GA DEKITA N DAKEDO, DRAGON DATTA.",2018,Arknights,Manga
9977,KISHUKU GAKKOU NO JULIET: KOUSHIKI ANTHOLOGY COMIC,2018,Arknights,Manga
128,YAKUSOKU NO NEVERLANDTHE PROMISED NEVERLAND,2019,Arknights,Anime
435,KIDOU SENSHI GUNDAM: THE ORIGIN - ZENYA AKAI SUISEIMOBILE SUIT GUNDAM: THE ORIGIN - ADVENT OF THE RED COMET,2019,Arknights,Anime
543,KARAKAI JOUZU NO TAKAGI-SAN 2TEASING MASTER TAKAGI-SAN 2,2019,Arknights,Anime
2528,SEWAYAKI KITSUNE NO SENKO-SANTHE HELPFUL FOX SENKO-SAN,2019,Arknights,Anime
2578,ORE WO SUKI NANO WA OMAE DAKE KA YOORESUKI ARE YOU THE ONLY ONE WHO LOVES ME?,2019,Arknights,Anime
3094,TOARU KAGAKU NO ACCELERATORA CERTAIN SCIENTIFIC ACCELERATOR,2019,Arknights,Anime
3189,KAKEGURUI××,2019,Arknights,Anime
3212,AIKATSU FRIENDS!: KAGAYAKI NO JEWEL,2019,Arknights,Anime
4680,NAKANOHITO GENOME [JIKKYOUCHUU]THE ONES WITHIN,2019,Arknights,Anime
169,YUBISAKI TO RENREN (A SIGN OF AFFECTION),2019,Arknights,Manga
438,SASAYAKU YOU NI KOI WO UTAU (WHISPER ME A LOVE SONG),2019,Arknights,Manga
690,RESTART WA ONAKA WO SUKASETE (RESTART AFTER GROWING HUNGRY),2019,Arknights,Manga
1099,"ICHIDO DAKE DEMO, KOUKAI SHITEMASU. (I CAN'T BELIEVE I SLEPT WITH YOU!)",2019,Arknights,Manga
1102,TOORIGAKARI NI ONE POINT ADVICE SHITEIKU TYPE NO YANKEE (A DELINQUENT'S LIFE HACKS),2019,Arknights,Manga
1131,LONELY GIRL NI SAKARAENAI (I CAN'T SAY NO TO THE LONELY GIRL),2019,Arknights,Manga
1133,CHITOSE-KUN WA RAMUNE BIN NO NAKA (CHITOSE IS IN THE RAMUNE BOTTLE),2019,Arknights,Manga
1167,"FUTARI ASHITA MO SORENARI NI (IT TAKES TWO TOMORROW, TOO)",2019,Arknights,Manga
1168,"TEARMOON TEIKOKU MONOGATARI: DANTOUDAI KARA HAJIMARU, HIME NO TENSEI GYAKUTEN STORY (TEARMOON EMPIRE)",2019,Arknights,Manga
1192,MAHOU SHOUJO NI AKOGARETE (GUSHING OVER MAGICAL GIRLS),2019,Arknights,Manga
1196,KING'S MAKER: TRIPLE CROWN,2019,Arknights,Manga
1237,MEITANTEI CONAN: KEISATSU GAKKOU-HEN - WILD POLICE STORY,2019,Arknights,Manga
1266,BRUTAL: SATSUJIN KEISATSUKAN NO KOKUHAKU (BRUTAL: CRIMINALS THE LAW CAN'T JUDGE DESERVE THE FINEST DEATH.),2019,Arknights,Manga
1532,DR. STONE REBOOT: BYAKUYA,2019,Arknights,Manga
1620,KAKETA TSUKI TO DOUGHNUT (DOUGHNUTS UNDER A CRESCENT MOON),2019,Arknights,Manga
1621,TSUNDERE AKUYAKU REIJOU LISELOTTE TO JIKKYOU NO ENDOU-KUN TO KAISETSU NO KOBAYASHI-SAN (ENDO AND KOBAYASHI LIVE! THE LATEST ON TSUNDERE VILLAINESS LIESELOTTE),2019,Arknights,Manga
1623,IKEMEN GIRL TO HAKOIRI MUSUME (HANDSOME GIRL AND SHELTERED GIRL),2019,Arknights,Manga
1782,"JUJUTSU KAISEN: YUKU NATSU TO KAERU AKI (JUJUTSU KAISEN: SUMMER OF ASHES, AUTUMN OF DUST)",2019,Arknights,Manga
1904,YAKUSOKU NO NEVERLAND: MAMA-TACHI NO TSUISOUKYOKU,2019,Arknights,Manga
1963,"TEARMOON TEIKOKU MONOGATARI: DANTOUDAI KARA HAJIMARU, HIME NO TENSEI GYAKUTEN STORY @COMIC (TEARMOON EMPIRE)",2019,Arknights,Manga
2131,YOZAKURA-SAN CHI NO DAISAKUSEN (MISSION: YOZAKURA FAMILY),2019,Arknights,Manga
2182,YANKEE-KUN TO HAKUJOU GIRL (LOVE'S IN SIGHT!),2019,Arknights,Manga
2183,"SEN WA, BOKU WO EGAKU (THE LINES THAT DEFINE ME)",2019,Arknights,Manga
2238,PONKOTSU FUUKI IIN TO SKIRT-TAKE GA FUTEKISETSU NA JK NO HANASHI,2019,Arknights,Manga
2241,ID:INVADED: #BRAKE-BROKEN (ID:INVADED #BRAKE-BROKEN),2019,Arknights,Manga
2308,SHINJA ZERO NO MEGAMI-SAMA TO HAJIMERU ISEKAI KOURYAKU (FULL CLEARING ANOTHER WORLD UNDER A GODDESS WITH ZERO BELIEVERS),2019,Arknights,Manga
2495,TOARU MAJUTSU NO INDEX GAIDEN: TOARU KAGAKU NO DARK MATTER,2019,Arknights,Manga
2640,KAWAII DAKE JA NAI SHIKIMORI-SAN (SHIKIMORI'S NOT JUST A CUTIE),2019,Arknights,Manga
2693,FATE/GRAND ORDER: EPIC OF REMNANT - ASHU TOKUITEN EX - SHINKAI DENNOU RAKUDO SE.RA.PH,2019,Arknights,Manga
2695,MAID-SAN WA TABERU DAKE (THE FOOD DIARY OF MISS MAID),2019,Arknights,Manga
2819,SOREDEMO AYUMU WA YOSETEKURU (WHEN WILL AYUMU MAKE HIS MOVE?),2019,Arknights,Manga
2825,KAGE NO JITSURYOKUSHA NI NARITAKUTE!: SHADOW GAIDEN (THE EMINENCE IN SHADOW: SHADOW SIDE STORY.),2019,Arknights,Manga
2902,NINKYOU TENSEI: ISEKAI NO YAKUZA HIME (YAKUZA REINCARNATION),2019,Arknights,Manga
2906,ASAHINA WAKABA TO ○○ NA KARESHI (ASAHINA WAKABA & HER CHUBBY-CHUBBY BOYFRIEND),2019,Arknights,Manga
3149,CTHULHU NO YOBIGOE: LOVECRAFT KESSAKUSHUU (H.P. LOVECRAFT'S THE CALL OF CTHULHU),2019,Arknights,Manga
3151,BUNGOU STRAY DOGS KOUSHIKI ANTHOLOGY: AKATSUKI (BUNGOU STRAY DOGS OFFICIAL ANTHOLOGY: AKATSUKI),2019,Arknights,Manga
3222,JUKKAKUKAN NO SATSUJIN (THE DECAGON HOUSE MURDERS),2019,Arknights,Manga
3302,SPIDER-MAN: ITSUWARI NO AKA (SPIDER-MAN: FAKE RED),2019,Arknights,Manga
3303,TENSEI SHITARA SLIME DATTA KEN IBUN: MAKOKUGURASHI NO TRINITY (THAT TIME I GOT REINCARNATED AS A SLIME: TRINITY IN TEMPEST),2019,Arknights,Manga
3564,SAIGO NI HITOTSU DAKE ONEGAI SHITEMO YOROSHII DESHOU KA (MAY I ASK FOR ONE FINAL THING?),2019,Arknights,Manga
3653,OTOME GAME NO HAMETSU FLAG SHIKA NAI AKUYAKU REIJOU NI TENSEI SHITESHIMATTA... ZETTAI ZETSUMEI! HAMETSU SUNZEN-HEN (MY NEXT LIFE AS A VILLAINESS SIDE STORY: ON THE VERGE OF DOOM!),2019,Arknights,Manga
3818,KONYAKU HAKI KARA HAJIMARU AKUYAKU REIJOU NO KANGOKU SLOW LIFE (BAD YOUNG WOMAN'S SLOW LIFE IN PRISON START FROM DISENGAGEMENT),2019,Arknights,Manga
3821,ISEKAI SHIKKAKU (NO LONGER ALLOWED IN ANOTHER WORLD),2019,Arknights,Manga
3822,"AKUYAKU REIJOU DESU GA, SHIAWASE NI NATTE MISEMASU WA!: ANTHOLOGY COMIC",2019,Arknights,Manga
3823,"KAETTE KUDASAI! AKUTSU-SAN (PLEASE GO HOME, MISS AKUTSU!)",2019,Arknights,Manga
3824,SAKURAI-SAN WA KIZUITE HOSHII (SAKURAI-SAN WANTS TO BE NOTICED),2019,Arknights,Manga
3833,ASAHINA WAKABA TO ○○ NA KARESHI,2019,Arknights,Manga
4117,REIWA HANAMARU GAKUEN (THIGH HIGH: REIWA HANAMARU ACADEMY),2019,Arknights,Manga
4118,AKUMA-SAN TO OUTA (DEMON AND SONG),2019,Arknights,Manga
4546,AMAKUNAI KARERA NO NICHIJOU WA. (THOSE NOT-SO-SWEET BOYS),2019,Arknights,Manga
4548,HATARAKU SAIBOU BABY (CELLS AT WORK: BABY!),2019,Arknights,Manga
4587,I WAS TRICKED INTO THIS FAKE MARRIAGE!,2019,Arknights,Manga
4773,YAKIMOCHI WA KITSUNEIRO (FOX-COLORED JEALOUSY),2019,Arknights,Manga
4963,KAII TO OTOME TO KAMIKAKUSHI (MYSTERIOUS DISAPPEARANCES),2019,Arknights,Manga
4966,"DOUMO, SUKI NA HITO NI HOREGUSURI WO IRAI SARETA MAJO DESU. (HELLO, I AM A WITCH AND MY CRUSH WANTS ME TO MAKE A LOVE POTION!)",2019,Arknights,Manga
5112,"HIRA YAKUNIN YATTE 1500-NEN, MAOU NO CHIKARA DE DAIJIN NI SARECHAIMASHITA (I WAS A BOTTOM-TIER BUREAUCRAT FOR 1,500 YEARS, AND THE DEMON KING MADE ME A MINISTER)",2019,Arknights,Manga
5138,CIDER NO YOU NI KOTOBA GA WAKIAGARU (WORDS BUBBLE UP LIKE SODA POP),2019,Arknights,Manga
5213,SHIAWASE KANAKO NO KOROSHIYA SEIKATSU (HAPPY KANAKO'S KILLER LIFE),2019,Arknights,Manga
5452,TOMODACHI NO IMOUTO GA ORE NI DAKE UZAI (MY FRIEND'S LITTLE SISTER HAS IT IN FOR ME!),2019,Arknights,Manga
5454,SHINIGAMI NI SODATERARETA SHOUJO WA SHIKKOKU NO KEN WO MUNE NI IDAKU (THE LITTLE GIRL RAISED BY DEATH HOLD THE SWORD OF DEATH TIGHT),2019,Arknights,Manga
5456,YUKO SAE TATAKAEBA,2019,Arknights,Manga
5697,SHINGEKI NO EROKO-SAN: HEN NA ONEESAN WA DANSHIKOUSEI TO NAKAYOKU NARITAI (EROKO-SAN ON THE ATTACK),2019,Arknights,Manga
5813,KOUKAKU KIDOUTAI: THE HUMAN ALGORITHM (THE GHOST IN THE SHELL: THE HUMAN ALGORITHM),2019,Arknights,Manga
5816,"MUSUME JA NAKUTE MAMA GA SUKI NANO!? (YOU LIKE ME, NOT MY DAUGHTER?!)",2019,Arknights,Manga
5821,49-KAIME NO KOKUHAKU (49TH I LOVE YOU),2019,Arknights,Manga
5949,"SHOUNEN, CHOTTO SABOTTEKO? (HEY BOY! LET'S TAKE A BREAK.)",2019,Arknights,Manga
6077,KONYAKU HAKI KARA HAJIMARU AKUYAKU REIJOU NO KANGOKU SLOW LIFE (PRISON LIFE IS EASY FOR A VILLAINESS),2019,Arknights,Manga
6165,ATARASHII ASHI DE KAKENUKERO. (RUN ON YOUR NEW LEGS),2019,Arknights,Manga
6172,YUUYAKE TRIP (NIGHTFALL TRAVELERS: LEAVE ONLY FOOTPRINTS),2019,Arknights,Manga
6611,SUENAGAKU YOROSHIKU ONEGAISHIMASU (TOGETHER FOREVER),2019,Arknights,Manga
6843,YOUKAI AME ONNA NI YORU KAMIKAKUSHI,2019,Arknights,Manga
6997,EDOMAE ELF (OTAKU ELF),2019,Arknights,Manga
7116,FATE/GRAND ORDER: EPIC OF REMNANT - ASHU TOKUITEN I - AKUSEI KAKUZETSU MAKYOU SHINJUKU - SHINJUKU GENREI JIKEN,2019,Arknights,Manga
7121,TO LOVE-RU: RITO TO SAYAKA NO HOUKAGO,2019,Arknights,Manga
7268,KAKKOU NO IINAZUKE,2019,Arknights,Manga
7273,HANAZONO-KUN TO KAZOE-SAN NO FUKAKAI NA HOUKAGO,2019,Arknights,Manga
7505,"YUUJIN CHARACTER NO ORE GA MOTEMAKURU WAKE NAI DAROU? (THERE'S NO WAY A SIDE CHARACTER LIKE ME COULD BE POPULAR, RIGHT?)",2019,Arknights,Manga
7509,KAMINAKI SEKAI NO KAMISAMA KATSUDOU,2019,Arknights,Manga
7733,MARYOKU CHEAT NA MAJO NI NARIMASHITA: SOUZOU MAHOU DE KIMAMA NA ISEKAI SEIKATSU (MAKING MAGIC: THE SWEET LIFE OF A WITCH WHO KNOWS AN INFINITE MP LOOPHOLE),2019,Arknights,Manga
7825,ASAKO,2019,Arknights,Manga
7990,AKUYAKU REIJOU LEVEL 99: WATASHI WA URA-BOSS DESU GA MAOU DEWA ARIMASEN (VILLAINESS LEVEL 99: I MAY BE THE HIDDEN BOSS BUT I'M NOT THE DEMON LORD),2019,Arknights,Manga
8154,NENGARA NENBYAKU ANSATSU RENKA,2019,Arknights,Manga
8157,NAKA NO WARUI IINAZUKE NO HANASHI,2019,Arknights,Manga
8273,"TSUIHOUSHA SHOKUDOU E YOUKOSO!: SAIKYOU PARTY WO TSUIHOU SARETA RYOURININ WA, BOUKENSHA SHOKUDOU WO HIRAKIMASU! (WELCOME TO THE OUTCAST'S RESTAURANT)",2019,Arknights,Manga
8454,SAIKYOU DEGARASHI OUJI NO ANYAKU TEII ARASOI (THE INSIPID PRINCE'S FURTIVE GRAB FOR THE THRONE),2019,Arknights,Manga
8588,TATE NO YUUSHA NO OSHINAGAKI (THE MENU OF THE SHIELD HERO),2019,Arknights,Manga
9156,"YOKU WAKARANAI KEREDO ISEKAI NI TENSEI SHITEITA YOU DESU (NOT SURE, BUT IT LOOKS LIKE I GOT REINCARNATED IN ANOTHER WORLD.)",2019,Arknights,Manga
9283,KASEI MADOUSHI NO ISEKAI SEIKATSU: BOUKENCHUU NO KASEIFUGYOU UKETAMAWARIMASU! (HOUSEKEEPING MAGE FROM ANOTHER WORLD: MAKING YOUR ADVENTURES FEEL LIKE HOME!),2019,Arknights,Manga
9295,DAKISHIMETEMO II YO (FEEL FREE TO HUG ME),2019,Arknights,Manga
9417,TAKASUGI-SAN NO CHIBIYAN HERO,2019,Arknights,Manga
9420,SUUGAKU GOLDEN (MATHEMATICS GOLDEN),2019,Arknights,Manga
9423,"TENSEI SHITA DAISEIJO WA, SEIJO DE ARU KOTO WO HITAKAKUSU (A TALE OF THE SECRET SAINT)",2019,Arknights,Manga
9556,MUGEN NO JUUNIN: BAKUMATSU NO SHOU,2019,Arknights,Manga
9577,MANGAKA-SENSEI TO ZASHIKI WARASHI,2019,Arknights,Manga
9668,GARAKU,2019,Arknights,Manga
9852,SANKAKU NO KYORI WA KAGIRINAI ZERO (BIZARRE LOVE TRIANGLE),2019,Arknights,Manga
9853,"ONNA DAKARA, TO PARTY WO TSUIHOU SARETA NODE DENSETSU NO MAJO TO SAIKYOU TAG WO KUMIMASHITA (SEXILED: MY SEXIST PARTY LEADER KICKED ME OUT, SO I TEAMED UP WITH A MYTHICAL SORCERESS!)",2019,Arknights,Manga
9855,"SOUDA, BAIKOKU SHIYOU: TENSAI OUJI NO AKAJI KOKKA SAISEI JUTSU (THE GENIUS PRINCE'S GUIDE TO RAISING A NATION OUT OF DEBT)",2019,Arknights,Manga
9895,WAKEARI SENPAI NO KANOJO NI NARIMASHITA,2019,Arknights,Manga
400,TOARU KAGAKU NO RAILGUN TA CERTAIN SCIENTIFIC RAILGUN T,2020,Arknights,Anime
625,KAKUSHIGOTO,2020,Arknights,Anime
784,TONIKAKU KAWAIITONIKAWA: OVER THE MOON FOR YOU,2020,Arknights,Anime
868,JIBAKU SHOUNEN HANAKO-KUNTOILET-BOUND HANAKO-KUN,2020,Arknights,Anime
1469,AKUDAMA DRIVE,2020,Arknights,Anime
1783,LOVE LIVE! NIJIGASAKI GAKUEN SCHOOL IDOL DOUKOUKAILOVE LIVE! NIJIGASAKI HIGH SCHOOL IDOL CLUB,2020,Arknights,Anime
1920,OTOME GAME NO HAMETSU FLAG SHIKA NAI AKUYAKU REIJOU NI TENSEI SHITESHIMATTA...MY NEXT LIFE AS A VILLAINESS: ALL ROUTES LEAD TO DOOM!,2020,Arknights,Anime
2065,HOUKAGO TEIBOU NISSHIDIARY OF OUR DAYS AT THE BREAKWATER,2020,Arknights,Anime
2293,"MAOU GAKUIN NO FUTEKIGOUSHA: SHIJOU SAIKYOU NO MAOU NO SHISO, TENSEI SHITE SHISON-TACHI NO GAKKOU E KAYOUTHE MISFIT OF DEMON KING ACADEMY",2020,Arknights,Anime
3154,HIGURASHI NO NAKU KORO NI GOUHIGURASHI: WHEN THEY CRY – GOU,2020,Arknights,Anime
4201,UZAKI-CHAN WA ASOBITAI!UZAKI-CHAN WANTS TO HANG OUT!,2020,Arknights,Anime
4389,MURENASE! SETON GAKUENSETON ACADEMY: JOIN THE PACK!,2020,Arknights,Anime
110,SOUYAKU TOARU MAJUTSU NO INDEX,2020,Arknights,Manga
545,KIMI TO TSUZURU UTAKATA (THE SUMMER YOU WERE THERE),2020,Arknights,Manga
668,"JOSEE TO TORA TO SAKANA-TACHI (JOSEE, THE TIGER AND THE FISH)",2020,Arknights,Manga
669,SAKAMOTO DAYS,2020,Arknights,Manga
722,YOAKE NO UTA (LULLABY OF THE DAWN),2020,Arknights,Manga
858,TENSEI OUJO TO TENSAI REIJOU NO MAHOU KAKUMEI (THE MAGICAL REVOLUTION OF THE REINCARNATED PRINCESS AND THE GENIUS YOUNG LADY),2020,Arknights,Manga
1132,GAKKOUGURASHI! OTAYORI (SCHOOL-LIVE! LETTERS),2020,Arknights,Manga
1194,WATASHI NO OSHI WA AKUYAKU REIJOU. (I'M IN LOVE WITH THE VILLAINESS),2020,Arknights,Manga
1238,RYOUSHIN NO SHAKKIN WO KATAGAWARI SHITE MORAU JOUKEN WA NIHONICHI KAWAII JOSHIKOUSEI TO ISSHO NI KURASU KOTO DESHITA. (I'M GONNA LIVE WITH YOU NOT BECAUSE MY PARENTS LEFT ME THEIR DEBT BUT BECAUSE I LIKE YOU),2020,Arknights,Manga
1294,KINDAN SHITEI DE BREAKTHROUGH: BOY MEETS SATAN (A BREAKTHROUGH CAME OUT BY FORBIDDEN MASTER AND DISCIPLE.),2020,Arknights,Manga
1336,BUTAI NI SAKE!,2020,Arknights,Manga
1908,GOKURAKUGAI SANBAN-DOORI NO KEN,2020,Arknights,Manga
2133,KUCHI GA SAKETEMO KIMI NI WA (EVEN IF YOU SLIT MY MOUTH),2020,Arknights,Manga
2310,"MAKKI GAN DEMO GENKI DESU: 38-SAI EROMANGAKA, DAICHOU GAN NI NARU (I'M A TERMINAL CANCER PATIENT, BUT I'M FINE. THIRTY-EIGHT-YEAR-OLD AUTHOR OF EROTIC MANGA HAS COLON CANCER)",2020,Arknights,Manga
2349,ONLINE GAME NAKAMA TO SASHI OFF SHITARA SHOKUBA NO ONI JOUSHI GA KITA (TURNS OUT MY ONLINE FRIEND IS MY REAL-LIFE BOSS!),2020,Arknights,Manga
2435,AO NO HAKO,2020,Arknights,Manga
2496,"WATASHI GA KOIBITO NI NARERU WAKE NAI JAN, MURI MURI! (※MURI JA NAKATTA!?) (THERE'S NO FREAKING WAY I'LL BE YOUR LOVER! UNLESS...)",2020,Arknights,Manga
2497,SAIJAKU TAMER WA GOMI HIROI NO TABI WO HAJIMEMASHITA. @COMIC (THE WEAKEST TAMER BEGAN A JOURNEY TO PICK UP TRASH),2020,Arknights,Manga
2562,MITSUYA-SENSEI NO KEIKAKUTEKI NA EZUKE.,2020,Arknights,Manga
2578,NAKITAI WATASHI WA NEKO WO KABURU,2020,Arknights,Manga
2647,HIGURASHI NO NAKU KORO NI GOU (HIGURASHI WHEN THEY CRY: GOU),2020,Arknights,Manga
2697,"LOOP 7-KAIME NO AKUYAKU REIJOU WA, MOTO TEKIKOKU DE JIYUU KIMAMA NA HANAYOME SEIKATSU WO MANKITSU SURU (7TH TIME LOOP: THE VILLAINESS ENJOYS A CAREFREE LIFE MARRIED TO HER WORST ENEMY!)",2020,Arknights,Manga
2827,JUJUTSU KAISEN: YOAKE NO IBARA MICHI (JUJUTSU KAISEN: THORNY ROAD AT DAWN),2020,Arknights,Manga
2893,AIOI WAKABA TO ITA HITOTSUKI NI TSUITE,2020,Arknights,Manga
2905,JIGOKU KURAYAMI HANA MO NAKI,2020,Arknights,Manga
3005,MY ROYAL AWAKENING,2020,Arknights,Manga
3051,NANTE NASAKENAI BOKURA DA. (WHAT A PITY WE ARE.),2020,Arknights,Manga
3052,ORE WA SEIKAN KOKKA NO AKUTOKU RYOUSHU! (I'M THE EVIL LORD OF AN INTERGALACTIC EMPIRE!),2020,Arknights,Manga
3543,BOKU GA SHINU DAKE NO HYAKUMONOGATARI (100 GHOST STORIES TO DIE FOR),2020,Arknights,Manga
3570,SWORD ART ONLINE: PROGRESSIVE - KURAKI YUUYAMI NO SCHERZO (SWORD ART ONLINE PROGRESSIVE SCHERZO OF DEEP NIGHT),2020,Arknights,Manga
3573,HAYAKU SHITAI FUTARI (LET'S DO IT ALREADY!),2020,Arknights,Manga
3574,YAKUSOKU NO NEVERLAND: TOKUBETSU BANGAI-HEN - HAHA NO KETSUI (THE PROMISED NEVERLAND: SPECIAL SIDE STORY - A MOTHER'S DETERMINATION),2020,Arknights,Manga
3654,INNSMOUTH NO KAGE: LOVECRAFT KESSAKUSHUU (H.P. LOVECRAFT'S THE SHADOW OVER INNSMOUTH),2020,Arknights,Manga
3836,WOTAKU NI KOI WA MUZUKASHII: COMIC ANTHOLOGY,2020,Arknights,Manga
3838,TAKARA NO VIDRO,2020,Arknights,Manga
3905,YORHA: SHINJUWAN KOUKA SAKUSEN KIROKU (YORHA: PEARL HARBOR DESCENT RECORD),2020,Arknights,Manga
4021,YAKUSOKU NO NEVERLAND: SENYUU-TACHI NO RECORD,2020,Arknights,Manga
4231,TOTSUIDEKITA YOME GA AISOUWARAI BAKARI SHITERU,2020,Arknights,Manga
